contract_id,party_a,party_b,effective_date,end_date,governing_law,amount,currency,dpa_present,contact_email,status,review_due_date,risk_level
C-111254,PartyA_183,PartyB_163,2024-07-16,2026-02-07,New York,231131.13,GBP,n,,Draft,2025-04-01,MediumRisk
C-122376,PartyA_137,PartyB_216,2023-07-26,2024-11-11,Scotland,141382.11,NGN,Y,contact22376@example.com,Draft,2023-07-19,MediumRisk
C-108566,PartyA_224,PartyB_241,2023-02-24,2024-09-01,New York,2889.19,INR,N,,Draft,2023-05-07,MediumRisk
C-116311,PartyA_291,PartyB_145,2023-12-30,2025-11-09,Delaware,165617.55,usd, , user16311@bad email .com ,Signed,2024-01-15,HighRisk
C-119661,PartyA_72,PartyB_20,2023-08-15,2024-12-17,New York,108986.11, xyz ,N,contact19661@example.com,Active,2024-06-24,MediumRisk
C-110758,PartyA_231,PartyB_223,2023-03-21,2023-05-15,Delaware,55396.52,USD,y, user10758@bad email .com ,Expired,2023-03-25,HighRisk
C-120452,PartyA_260,PartyB_21,2023-08-28,2024-01-29,Delaware,182741.55,NGN,n, user20452@bad email .com ,Draft,2023-11-03,MediumRisk
C-120792,PartyA_233,PartyB_13,2023-05-24,2024-05-20,Scotland,235491.59,EUR,n,contact20792@example.com,Active,2023-11-30,LowRisk
C-117266,PartyA_115,PartyB_11,2023-03-19,2023-03-06,Scotland,161019.4,USD, ,contact17266@example.com,Draft,2023-04-27,MediumRisk
C-119477,PartyA_33,PartyB_232,2023-09-18,2024-06-14,New York,46866.48,GBP,y,,Active,2024-06-19,MediumRisk
C-116835,PartyA_9,PartyB_13,2023-11-04,2023-11-15,Delaware,223209.66,usd,Y,contact16835@example.com,Draft,2024-05-31,MediumRisk
C-103731,PartyA_262,PartyB_119,2023-08-21,2023-05-17,England & Wales,162952.49,ZAR,y, user3731@bad email .com ,Draft,2024-01-02,MediumRisk
C-123682,PartyA_296,PartyB_284,2024-05-14,2024-04-11,Scotland,127518.86,EUR, ,contact23682@example.com,Active,2024-11-27,MediumRisk
C-104986,PartyA_50,PartyB_201,2023-06-01,2023-05-16,Delaware,200315.34,NGN,N, user4986@bad email .com ,Active,2024-03-13,MediumRisk
C-120047,PartyA_248,PartyB_173,2023-01-19,2024-10-13,Delaware,211145.55,INR,Y, user20047@bad email .com ,Draft,2023-05-18,MediumRisk
C-102763,PartyA_17,PartyB_7,2024-03-08,2024-11-17,New York,62254.45,NGN,N,contact2763@example.com,Signed,2024-02-25,MediumRisk
C-113794,PartyA_5,PartyB_28,2023-12-06,2023-10-30,England & Wales,77067.4,USD,y, user13794@bad email .com ,Signed,2024-05-03,MediumRisk
C-122858,PartyA_241,PartyB_245,2024-07-01,2024-10-02,Scotland,150486.97,EUR,N,contact22858@example.com,Draft,2024-10-28,LowRisk
C-101855,PartyA_60,PartyB_295,2024-01-18,2023-09-26,England & Wales,120886.11,INR, ,contact1855@example.com,Active,2024-06-26,MediumRisk
C-115599,PartyA_4,PartyB_78,2023-06-10,2023-04-05,England & Wales,32420.84,INR, ,,Signed,2023-08-21,HighRisk
C-112812,PartyA_149,PartyB_265,2024-05-17,2024-03-27,New York,247231.33,USD, , user12812@bad email .com ,Signed,2025-01-08,MediumRisk
C-100999,PartyA_237,PartyB_48,2023-04-18,2023-10-12,Scotland,94579.6,usd,Y,,Signed,2023-09-13,MediumRisk
C-100389,PartyA_187,PartyB_232,2023-02-25,2025-02-10,Nigeria,56506.61,INR, , user389@bad email .com ,Signed,2023-03-25,HighRisk
C-111599,PartyA_106,PartyB_76,2023-01-10,2022-11-12,England & Wales,4832.17,NGN,y,contact11599@example.com,Draft,2023-03-23,MediumRisk
C-106426,PartyA_84,PartyB_99,2023-05-08,2024-06-06,New York,55205.84,GBP,y, user6426@bad email .com ,Active,2023-11-26,MediumRisk
C-117860,PartyA_95,PartyB_18,2023-06-02,2024-06-22,Nigeria,223036.28,EUR,N, user17860@bad email .com ,Expired,2024-01-21,HighRisk
C-118624,PartyA_16,PartyB_42,2023-12-05,2024-09-24,Delaware,129148.0,NGN,N,,Draft,2024-01-08,MediumRisk
C-110578,PartyA_288,PartyB_283,2023-07-30,2023-05-12,Delaware,183972.16,NGN,n,,Draft,2023-12-21,MediumRisk
C-123922,PartyA_146,PartyB_141,2023-12-28,2023-10-08,Scotland,17998.35,NGN,n, user23922@bad email .com ,Signed,2024-02-06,MediumRisk
C-108112,PartyA_185,PartyB_107,2023-03-09,2024-11-10,Nigeria,19940.86, xyz ,Y, user8112@bad email .com ,Active,2023-12-28,MediumRisk
C-117376,PartyA_82,PartyB_100,2024-07-14,2026-06-11,New York,162864.96,USD,y,contact17376@example.com,Draft,2025-03-06,LowRisk
C-104997,PartyA_263,PartyB_48,2023-07-10,2025-02-05,New York,76078.14,EUR, ,,Expired,2024-05-17,HighRisk
C-120306,PartyA_114,PartyB_106,2024-07-09,2026-04-22,Scotland,184974.02,INR, ,,Draft,2024-09-06,HighRisk
C-119356,PartyA_135,PartyB_158,2023-09-06,2025-06-11,Delaware,8618.52,usd,y,,Active,2023-08-07,MediumRisk
C-114211,PartyA_275,PartyB_167,2023-08-22,2025-02-17,Delaware,109821.82,ZAR,n, user14211@bad email .com ,Active,2023-09-25,MediumRisk
C-123974,PartyA_185,PartyB_158,2023-03-13,2024-04-27,England & Wales,206675.84,USD,y,,Expired,2023-12-05,HighRisk
C-104796,PartyA_260,PartyB_35,2024-03-12,2025-03-31,New York,118215.81,NGN,n,,Signed,2024-02-16,MediumRisk
C-104769,PartyA_148,PartyB_167,2024-02-16,2024-08-23,Delaware,121484.32,NGN,n,contact4769@example.com,Expired,2025-02-08,HighRisk
C-117677,PartyA_288,PartyB_53,2024-01-28,2024-05-20,Scotland,171496.25,NGN,Y,contact17677@example.com,Active,2024-10-04,MediumRisk
C-111065,PartyA_91,PartyB_70,2024-03-28,2025-12-03,Scotland,62123.5,ZAR,Y,contact11065@example.com,Active,2025-02-16,MediumRisk
C-104173,PartyA_124,PartyB_54,2023-04-09,2024-11-16,Delaware,220531.14,EUR,N, user4173@bad email .com ,Signed,2024-03-31,MediumRisk
C-118919,PartyA_88,PartyB_34,2024-03-13,2024-03-03,England & Wales,44660.89,ZAR,N,,Active,2024-07-29,MediumRisk
C-123913,PartyA_115,PartyB_274,2023-12-21,2024-10-27,Nigeria,107523.02,ZAR,N, user23913@bad email .com ,Active,2023-12-10,MediumRisk
C-101907,PartyA_84,PartyB_78,2023-09-11,2025-06-11,New York,135761.85,EUR, , user1907@bad email .com ,Signed,2024-05-28,MediumRisk
C-104946,PartyA_111,PartyB_225,2024-06-28,2025-02-26,Scotland,108336.45,usd,y,contact4946@example.com,Draft,2024-11-02,MediumRisk
C-108560,PartyA_98,PartyB_192,2024-04-21,2025-10-17,Delaware,73203.62,GBP,N,,Signed,2025-01-13,MediumRisk
C-106033,PartyA_113,PartyB_129,2023-09-15,2025-08-27,England & Wales,89395.84,NGN,N,,Draft,2024-06-30,MediumRisk
C-107619,PartyA_86,PartyB_220,2023-06-08,2025-04-15,Delaware,39915.15,usd,N, user7619@bad email .com ,Signed,2023-08-02,MediumRisk
C-101151,PartyA_102,PartyB_46,2023-07-20,2023-12-18,Delaware,118058.74,USD,n, user1151@bad email .com ,Expired,2024-03-10,HighRisk
C-117951,PartyA_101,PartyB_170,2024-05-03,2024-02-05,England & Wales,82010.13,usd,Y,contact17951@example.com,Expired,2024-10-09,HighRisk
C-119555,PartyA_108,PartyB_7,2023-04-17,2023-11-27,Scotland,185965.34, xyz ,Y,,Expired,2024-03-25,HighRisk
C-122782,PartyA_44,PartyB_292,2023-06-27,2023-10-26,Nigeria,95783.41,INR,Y,contact22782@example.com,Signed,2023-07-21,MediumRisk
C-109689,PartyA_260,PartyB_253,2023-12-19,2024-04-04,Delaware,232991.06, xyz ,N,contact9689@example.com,Signed,2024-10-28,MediumRisk
C-107106,PartyA_167,PartyB_273,2023-06-04,2025-02-03,England & Wales,66186.58,usd,N, user7106@bad email .com ,Active,2024-03-04,MediumRisk
C-123532,PartyA_143,PartyB_282,2024-01-12,2025-01-29,England & Wales,115933.31,GBP,n,contact23532@example.com,Signed,2024-12-10,LowRisk
C-120544,PartyA_53,PartyB_48,2024-06-03,2026-03-29,England & Wales,8609.12,GBP,n,,Draft,2025-05-30,MediumRisk
C-104287,PartyA_75,PartyB_208,2023-10-05,2025-06-27,Nigeria,73133.33,ZAR,N, user4287@bad email .com ,Draft,2024-05-14,MediumRisk
C-102230,PartyA_107,PartyB_100,2023-10-18,2024-05-21,New York,199257.44,GBP,N,,Draft,2024-10-08,MediumRisk
C-100174,PartyA_178,PartyB_266,2023-02-26,2023-03-05,Delaware,130007.43,USD,N, user174@bad email .com ,Expired,2023-06-21,HighRisk
C-118287,PartyA_178,PartyB_73,2024-07-08,2024-07-30,Delaware,148910.41,GBP,Y,,Expired,2025-03-04,HighRisk
C-108752,PartyA_96,PartyB_226,2024-02-26,2023-11-09,Scotland,27018.79,GBP,y,,Expired,2025-01-01,HighRisk
C-103408,PartyA_79,PartyB_229,2023-08-04,2024-04-17,Nigeria,215374.73,EUR,Y,,Expired,2024-02-14,HighRisk
C-101538,PartyA_99,PartyB_88,2023-12-05,2023-11-17,Nigeria,10696.62,EUR,Y,,Active,2024-05-23,MediumRisk
C-102292,PartyA_229,PartyB_25,2023-02-17,2023-02-14,Delaware,119512.54,USD,n,,Active,2023-05-02,MediumRisk
C-109523,PartyA_83,PartyB_188,2023-08-02,2025-03-04,Delaware,7996.19,ZAR,y,,Active,2023-09-19,MediumRisk
C-101363,PartyA_133,PartyB_217,2023-08-22,2024-05-08,Scotland,229478.34,GBP,N, user1363@bad email .com ,Expired,2024-07-05,HighRisk
C-104357,PartyA_252,PartyB_41,2024-01-17,2025-02-09,Delaware,67902.61,GBP, ,,Expired,2024-12-13,HighRisk
C-118504,PartyA_41,PartyB_217,2023-03-22,2023-07-14,Delaware,102257.41,NGN, , user18504@bad email .com ,Signed,2023-08-10,HighRisk
C-118908,PartyA_135,PartyB_34,2023-08-21,2025-01-13,Scotland,178867.0,INR,y,contact18908@example.com,Expired,2024-08-05,HighRisk
C-100680,PartyA_87,PartyB_34,2024-06-19,2025-12-25,New York,169453.15,USD,n,contact680@example.com,Active,2024-11-22,LowRisk
C-113050,PartyA_113,PartyB_38,2023-10-30,2024-12-29,Nigeria,55326.75,USD,n,contact13050@example.com,Expired,2024-04-04,MediumRisk
C-122298,PartyA_173,PartyB_177,2024-03-26,2025-09-08,Nigeria,51161.9,INR,Y,,Signed,2024-06-20,MediumRisk
C-103664,PartyA_49,PartyB_201,2023-11-09,2025-10-24,Scotland,246569.58,usd,N, user3664@bad email .com ,Active,2024-03-30,MediumRisk
C-118045,PartyA_247,PartyB_19,2023-02-22,2023-08-14,New York,238593.94, xyz ,y,contact18045@example.com,Draft,2023-08-02,MediumRisk
C-100508,PartyA_296,PartyB_49,2024-08-05,2024-11-15,Scotland,183832.22,INR,n,,Signed,2025-05-06,MediumRisk
C-100166,PartyA_40,PartyB_294,2024-01-28,2025-05-02,Delaware,9063.95, xyz ,y,contact166@example.com,Signed,2024-03-08,MediumRisk
C-113689,PartyA_230,PartyB_127,2023-02-25,2023-09-21,England & Wales,183606.94,usd, ,,Expired,2023-03-18,HighRisk
C-122789,PartyA_280,PartyB_124,2023-10-20,2024-09-27,Delaware,43407.18,USD,y, user22789@bad email .com ,Expired,2024-07-07,HighRisk
C-124299,PartyA_293,PartyB_27,2023-10-05,2024-12-07,New York,110979.32,NGN,Y, user24299@bad email .com ,Draft,2023-12-17,MediumRisk
C-101914,PartyA_264,PartyB_263,2023-05-21,2025-02-15,Scotland,86537.14,INR,y,,Active,2024-03-11,MediumRisk
C-107263,PartyA_2,PartyB_12,2023-01-10,2024-12-22,Delaware,5112.61,usd,Y, user7263@bad email .com ,Active,2023-01-29,MediumRisk
C-124550,PartyA_13,PartyB_53,2024-06-04,2025-02-08,Scotland,245793.65,usd, ,contact24550@example.com,Signed,2025-02-17,MediumRisk
C-124690,PartyA_207,PartyB_99,2023-03-30,2023-05-09,Nigeria,172044.59,EUR,Y,,Signed,2023-04-04,MediumRisk
C-110728,PartyA_57,PartyB_201,2023-10-26,2024-04-24,New York,202235.74,GBP, , user10728@bad email .com ,Expired,2024-08-11,HighRisk
C-101104,PartyA_139,PartyB_22,2023-03-14,2024-01-14,New York,149938.76,EUR, ,,Expired,2023-04-06,HighRisk
C-112067,PartyA_105,PartyB_225,2024-08-14,2025-06-26,New York,65910.03,usd,N,,Signed,2025-02-25,MediumRisk
C-102610,PartyA_217,PartyB_187,2023-09-03,2025-08-14,Scotland,39785.82,EUR,n,contact2610@example.com,Signed,2023-10-17,LowRisk
C-109944,PartyA_198,PartyB_218,2023-06-01,2025-03-16,England & Wales,34834.63,USD,n,,Active,2023-07-14,MediumRisk
C-105310,PartyA_292,PartyB_113,2023-01-26,2023-11-14,Delaware,153354.37,EUR,y,,Draft,2023-10-22,MediumRisk
C-121779,PartyA_67,PartyB_58,2023-11-08,2024-01-19,England & Wales,225178.75,usd,y,contact21779@example.com,Draft,2024-02-21,MediumRisk
C-111108,PartyA_160,PartyB_130,2024-05-31,2024-04-27,England & Wales,206328.83,USD,n, user11108@bad email .com ,Signed,2025-03-08,MediumRisk
C-111156,PartyA_145,PartyB_93,2024-01-08,2025-07-07,England & Wales,177577.79,GBP, ,contact11156@example.com,Draft,2024-04-16,MediumRisk
C-100152,PartyA_72,PartyB_241,2023-04-12,2024-12-13,Delaware,162840.21,USD,Y,contact152@example.com,Signed,2023-10-28,LowRisk
C-113422,PartyA_193,PartyB_279,2024-05-17,2026-01-19,New York,183555.8,USD,n,contact13422@example.com,Draft,2024-10-22,LowRisk
C-102832,PartyA_10,PartyB_186,2024-03-26,2025-02-24,England & Wales,109158.89,INR, , user2832@bad email .com ,Signed,2024-08-09,HighRisk
C-124870,PartyA_78,PartyB_162,2023-08-23,2024-08-19,New York,91918.01,USD,N,contact24870@example.com,Signed,2023-11-04,LowRisk
C-121061,PartyA_70,PartyB_85,2023-09-17,2024-01-01,Nigeria,116470.54,GBP,y,contact21061@example.com,Signed,2023-10-06,LowRisk
C-103551,PartyA_150,PartyB_57,2023-03-09,2022-12-25,England & Wales,201392.61,usd,Y, user3551@bad email .com ,Active,2023-05-20,MediumRisk
C-120106,PartyA_258,PartyB_162,2024-05-15,2024-12-19,New York,9961.54,usd, , user20106@bad email .com ,Signed,2024-10-30,HighRisk
C-121827,PartyA_14,PartyB_227,2024-04-12,2025-01-03,Delaware,36006.08,INR,y, user21827@bad email .com ,Expired,2024-12-26,HighRisk
C-123140,PartyA_93,PartyB_186,2023-09-18,2024-03-20,Delaware,105310.76,NGN,Y, user23140@bad email .com ,Active,2024-05-26,MediumRisk
C-112541,PartyA_270,PartyB_130,2023-02-15,2024-07-20,Scotland,161062.3,ZAR,N, user12541@bad email .com ,Expired,2024-01-21,HighRisk
C-104538,PartyA_141,PartyB_218,2024-08-03,2024-11-19,New York,235500.17,USD,N,contact4538@example.com,Active,2025-04-22,LowRisk
C-114367,PartyA_88,PartyB_105,2023-04-02,2024-01-24,Scotland,201348.65,GBP,n,contact14367@example.com,Draft,2023-05-03,LowRisk
C-122718,PartyA_60,PartyB_6,2024-01-14,2024-06-04,Scotland,7835.99,NGN, , user22718@bad email .com ,Signed,2024-10-31,HighRisk
C-110014,PartyA_21,PartyB_24,2023-10-20,2023-09-16,Delaware,138182.85,usd,Y,,Expired,2024-08-03,HighRisk
C-112278,PartyA_50,PartyB_248,2024-03-12,2025-04-09,New York,100874.04,INR,y,,Active,2024-07-08,MediumRisk
C-121750,PartyA_33,PartyB_245,2023-07-13,2023-11-24,Scotland,245205.98,EUR, , user21750@bad email .com ,Active,2024-02-17,MediumRisk
C-115088,PartyA_77,PartyB_190,2023-08-28,2024-03-26,New York,159914.17,ZAR,y,,Expired,2023-09-02,HighRisk
C-118375,PartyA_85,PartyB_144,2024-02-20,2025-11-23,England & Wales,189158.62,USD,Y, user18375@bad email .com ,Signed,2024-06-11,MediumRisk
C-123760,PartyA_218,PartyB_77,2023-03-16,2024-05-18,Scotland,182194.19,USD,y,contact23760@example.com,Draft,2024-01-08,LowRisk
C-105141,PartyA_148,PartyB_231,2023-06-24,2025-02-01,Scotland,11765.58,usd,y,,Draft,2024-02-21,MediumRisk
C-111814,PartyA_21,PartyB_173,2024-08-16,2025-06-03,Delaware,88125.55,EUR,n,contact11814@example.com,Expired,2025-06-07,MediumRisk
C-120195,PartyA_257,PartyB_215,2023-04-16,2024-08-30,Scotland,189824.84, xyz , , user20195@bad email .com ,Signed,2023-10-13,HighRisk
C-123356,PartyA_32,PartyB_264,2023-09-10,2024-05-20,Nigeria,140908.48,GBP,n,contact23356@example.com,Draft,2023-10-26,LowRisk
C-103450,PartyA_72,PartyB_56,2024-01-11,2024-01-17,Nigeria,55985.5,EUR,Y, user3450@bad email .com ,Expired,2024-07-04,HighRisk
C-116589,PartyA_267,PartyB_49,2023-06-11,2023-09-24,New York,207386.67,GBP,N,,Expired,2023-08-17,HighRisk
C-113156,PartyA_24,PartyB_138,2023-09-25,2024-06-05,New York,12153.79,USD,N,,Active,2024-09-14,MediumRisk
C-102749,PartyA_41,PartyB_73,2024-01-30,2024-04-19,England & Wales,81445.99,NGN,Y, user2749@bad email .com ,Active,2024-08-11,MediumRisk
C-118233,PartyA_206,PartyB_28,2024-06-05,2025-10-17,England & Wales,116563.91,EUR,y,contact18233@example.com,Active,2024-12-06,LowRisk
C-119624,PartyA_140,PartyB_279,2024-05-04,2026-03-26,England & Wales,194624.14,usd, , user19624@bad email .com ,Draft,2025-03-18,HighRisk
C-112707,PartyA_102,PartyB_270,2023-03-25,2023-07-21,Scotland,124380.12,NGN,y,contact12707@example.com,Signed,2023-08-18,MediumRisk
C-120466,PartyA_79,PartyB_144,2024-02-01,2024-12-12,Delaware,66190.58, xyz ,Y,contact20466@example.com,Active,2024-05-20,MediumRisk
C-119493,PartyA_27,PartyB_46,2023-07-21,2024-03-14,Nigeria,116112.74,INR,N, user19493@bad email .com ,Active,2023-08-17,MediumRisk
C-113131,PartyA_9,PartyB_18,2023-07-10,2025-01-26,England & Wales,225868.61,NGN,y,contact13131@example.com,Draft,2023-11-11,MediumRisk
C-112251,PartyA_125,PartyB_277,2023-05-22,2024-07-30,Delaware,95444.29,USD,Y, user12251@bad email .com ,Active,2024-01-02,MediumRisk
C-110179,PartyA_247,PartyB_266,2024-01-02,2024-10-23,Scotland,199529.03,INR,n,contact10179@example.com,Active,2024-12-25,MediumRisk
C-105810,PartyA_101,PartyB_21,2023-02-09,2023-12-15,Nigeria,45451.29,usd,n, user5810@bad email .com ,Signed,2024-02-07,MediumRisk
C-105634,PartyA_294,PartyB_56,2024-01-05,2025-01-20,Scotland,186950.22,EUR, ,contact5634@example.com,Draft,2024-02-15,MediumRisk
C-120691,PartyA_93,PartyB_63,2023-11-04,2024-05-29,Delaware,87005.09, xyz ,y, user20691@bad email .com ,Signed,2024-05-17,MediumRisk
C-111580,PartyA_41,PartyB_13,2024-07-05,2026-05-25,Nigeria,4063.54,ZAR,Y,,Signed,2025-06-07,MediumRisk
C-119540,PartyA_78,PartyB_208,2023-10-21,2025-03-04,New York,198946.0,NGN,Y, user19540@bad email .com ,Expired,2024-06-15,HighRisk
C-113926,PartyA_155,PartyB_123,2024-06-22,2024-06-10,Scotland,82852.28,usd,Y,,Expired,2025-05-22,HighRisk
C-123926,PartyA_135,PartyB_117,2024-03-22,2025-10-02,England & Wales,194587.02,INR, ,contact23926@example.com,Draft,2024-11-16,MediumRisk
C-101380,PartyA_167,PartyB_205,2024-03-03,2025-02-17,Delaware,183628.87,usd,n, user1380@bad email .com ,Draft,2024-04-10,MediumRisk
C-123255,PartyA_259,PartyB_15,2023-10-02,2024-10-06,New York,138408.75,usd,N,,Draft,2024-02-02,MediumRisk
C-114901,PartyA_200,PartyB_65,2023-03-31,2024-01-05,Nigeria,56364.21,usd, , user14901@bad email .com ,Active,2023-06-17,HighRisk
C-103832,PartyA_198,PartyB_202,2023-03-22,2024-03-13,New York,121622.23,GBP,N,,Signed,2023-06-17,MediumRisk
C-123366,PartyA_162,PartyB_115,2024-03-03,2023-12-16,Nigeria,248627.12,INR,Y,,Active,2024-02-14,MediumRisk
C-104776,PartyA_66,PartyB_54,2023-02-07,2023-01-29,New York,34666.53,GBP,y, user4776@bad email .com ,Draft,2023-03-06,MediumRisk
C-104276,PartyA_212,PartyB_81,2023-02-15,2023-01-11,Nigeria,210523.43,EUR,y,contact4276@example.com,Expired,2023-02-24,MediumRisk
C-104958,PartyA_205,PartyB_250,2024-04-22,2024-09-08,Nigeria,154856.83,INR, ,,Expired,2024-08-20,HighRisk
C-124496,PartyA_289,PartyB_179,2024-01-30,2025-07-08,Nigeria,156151.85,GBP,Y,contact24496@example.com,Signed,2024-08-08,LowRisk
C-122023,PartyA_223,PartyB_218,2024-01-13,2024-01-26,Delaware,213052.47,EUR,Y,contact22023@example.com,Active,2024-08-12,LowRisk
C-116662,PartyA_194,PartyB_226,2023-05-18,2023-12-07,Delaware,172193.04,INR, ,contact16662@example.com,Active,2023-12-15,MediumRisk
C-107415,PartyA_74,PartyB_40,2023-03-26,2023-08-08,Scotland,196856.1,EUR,n,contact7415@example.com,Draft,2023-12-06,LowRisk
C-103252,PartyA_6,PartyB_137,2024-08-21,2025-03-08,Scotland,36501.16,ZAR,Y,contact3252@example.com,Signed,2024-10-31,MediumRisk
C-121183,PartyA_148,PartyB_194,2024-05-15,2024-12-27,New York,114206.08,GBP, ,,Expired,2024-10-23,HighRisk
C-116673,PartyA_246,PartyB_295,2024-07-13,2025-10-04,New York,11287.63,GBP,y,,Expired,2025-06-15,HighRisk
C-119459,PartyA_36,PartyB_84,2024-08-18,2026-04-12,England & Wales,219897.99,usd, ,contact19459@example.com,Active,2025-05-14,MediumRisk
C-122586,PartyA_259,PartyB_25,2024-05-28,2024-04-30,Delaware,112220.49, xyz ,y,contact22586@example.com,Active,2024-12-01,MediumRisk
C-122258,PartyA_190,PartyB_64,2023-10-31,2023-07-23,New York,40089.61,USD,N,contact22258@example.com,Draft,2024-02-09,LowRisk
C-121304,PartyA_132,PartyB_156,2024-08-06,2025-09-17,England & Wales,238371.2,EUR, , user21304@bad email .com ,Draft,2025-04-06,MediumRisk
C-114300,PartyA_49,PartyB_102,2023-07-18,2024-03-08,England & Wales,145512.35,INR,Y,contact14300@example.com,Signed,2024-03-14,MediumRisk
C-115523,PartyA_140,PartyB_127,2024-03-30,2024-12-01,England & Wales,14240.54,INR,y, user15523@bad email .com ,Active,2024-05-02,MediumRisk
C-114270,PartyA_63,PartyB_185,2023-10-18,2024-09-18,Scotland,247247.54,NGN,y, user14270@bad email .com ,Active,2024-10-03,MediumRisk
C-112327,PartyA_128,PartyB_258,2023-02-28,2023-08-17,England & Wales,50090.07,INR,Y, user12327@bad email .com ,Expired,2023-09-20,HighRisk
C-111546,PartyA_88,PartyB_27,2023-06-29,2024-12-07,England & Wales,100106.78,USD, , user11546@bad email .com ,Signed,2023-06-24,MediumRisk
C-115639,PartyA_45,PartyB_201,2023-02-26,2023-07-01,Delaware,212791.98,EUR,N,,Active,2023-07-03,MediumRisk
C-115042,PartyA_283,PartyB_116,2024-02-15,2026-02-02,England & Wales,50140.59, xyz ,N, user15042@bad email .com ,Signed,2024-12-26,MediumRisk
C-114208,PartyA_44,PartyB_211,2024-02-14,2024-08-15,New York,221161.99,NGN,n, user14208@bad email .com ,Expired,2024-03-03,HighRisk
C-102468,PartyA_143,PartyB_20,2024-03-10,2024-07-23,Scotland,52245.86,USD,N,,Expired,2024-02-25,HighRisk
C-122368,PartyA_188,PartyB_229,2023-03-08,2024-08-19,Nigeria,224843.41,ZAR,y,,Signed,2023-10-07,MediumRisk
C-116654,PartyA_106,PartyB_8,2023-03-22,2024-02-14,New York,2701.78,GBP,Y,contact16654@example.com,Draft,2023-11-29,LowRisk
C-120954,PartyA_161,PartyB_129,2023-04-18,2024-03-20,New York,123462.74,USD,y,,Draft,2023-10-07,MediumRisk
C-111757,PartyA_55,PartyB_180,2024-05-27,2026-04-15,New York,146130.09,INR,Y, user11757@bad email .com ,Expired,2025-02-03,HighRisk
C-113869,PartyA_245,PartyB_8,2023-11-24,2024-07-27,England & Wales,136329.4,INR,n, user13869@bad email .com ,Active,2024-06-04,MediumRisk
C-116998,PartyA_31,PartyB_261,2024-07-07,2025-03-31,Nigeria,115455.29,NGN, ,,Draft,2024-10-14,HighRisk
C-109583,PartyA_37,PartyB_51,2024-05-20,2024-02-05,Delaware,224590.23,ZAR,Y, user9583@bad email .com ,Signed,2024-06-12,MediumRisk
C-106696,PartyA_265,PartyB_174,2023-03-13,2025-01-28,Delaware,143248.08,GBP,n, user6696@bad email .com ,Signed,2023-12-10,MediumRisk
C-120700,PartyA_103,PartyB_31,2023-08-10,2023-04-13,Scotland,34746.16,USD, , user20700@bad email .com ,Active,2023-07-18,MediumRisk
C-103180,PartyA_59,PartyB_105,2023-08-31,2023-10-07,Nigeria,81904.46,GBP,Y, user3180@bad email .com ,Active,2024-01-02,MediumRisk
C-115089,PartyA_256,PartyB_143,2024-05-26,2024-05-09,New York,50580.54,usd,y,,Expired,2025-02-06,HighRisk
C-117806,PartyA_21,PartyB_196,2024-08-08,2025-02-22,Scotland,206944.66,NGN,Y, user17806@bad email .com ,Signed,2024-11-23,MediumRisk
C-108275,PartyA_183,PartyB_213,2023-05-23,2024-03-18,Scotland,63044.61,NGN,Y,contact8275@example.com,Expired,2023-07-24,HighRisk
C-109065,PartyA_216,PartyB_112,2023-04-19,2023-08-28,Scotland,73960.36,USD,Y,,Draft,2023-06-29,MediumRisk
C-111030,PartyA_169,PartyB_187,2024-06-03,2024-04-06,New York,51794.95,ZAR,Y, user11030@bad email .com ,Draft,2024-08-20,MediumRisk
C-122287,PartyA_151,PartyB_160,2023-11-24,2025-01-05,Scotland,114386.44,USD,y,contact22287@example.com,Signed,2024-09-07,LowRisk
C-104557,PartyA_267,PartyB_194,2023-03-09,2023-12-27,New York,93996.57,INR,y, user4557@bad email .com ,Draft,2023-05-26,MediumRisk
C-107812,PartyA_218,PartyB_256,2024-01-25,2025-11-19,Nigeria,199152.54,NGN,N, user7812@bad email .com ,Active,2024-02-19,MediumRisk
C-112839,PartyA_56,PartyB_176,2023-07-26,2024-04-16,Nigeria,245379.36,NGN,n, user12839@bad email .com ,Signed,2023-10-21,MediumRisk
C-106297,PartyA_287,PartyB_265,2024-07-09,2025-07-24,New York,118350.56,GBP,Y,,Signed,2024-07-27,MediumRisk
C-124814,PartyA_38,PartyB_169,2023-07-14,2024-12-14,Nigeria,21208.36,EUR,y,,Draft,2024-02-20,MediumRisk
C-114534,PartyA_157,PartyB_200,2024-04-06,2024-10-01,Delaware,17811.01,INR, ,,Expired,2025-03-10,HighRisk
C-124621,PartyA_131,PartyB_98,2024-06-08,2026-03-31,England & Wales,42815.76,ZAR,N, user24621@bad email .com ,Draft,2025-02-13,MediumRisk
C-101132,PartyA_186,PartyB_119,2024-03-27,2024-10-17,Delaware,68026.5,ZAR,N,,Expired,2024-10-16,HighRisk
C-110642,PartyA_282,PartyB_203,2023-06-19,2023-07-08,Delaware,134129.85,INR,Y,contact10642@example.com,Draft,2023-07-23,MediumRisk
C-110521,PartyA_141,PartyB_70,2023-07-28,2023-12-07,England & Wales,122278.23, xyz , , user10521@bad email .com ,Active,2024-04-09,HighRisk
C-121839,PartyA_282,PartyB_220,2024-01-25,2024-04-13,New York,231758.8,EUR,y,contact21839@example.com,Expired,2024-11-07,MediumRisk
C-123957,PartyA_86,PartyB_140,2023-08-05,2024-08-24,Nigeria,223059.4, xyz , , user23957@bad email .com ,Active,2024-05-30,HighRisk
